,num,title,init_year,area,genre,rating_num,comment_num,language,director,cast,movie_duration,tags
156,157,小森林 冬春篇,2015,日本,剧情,8.9,117365,日语,森淳一 Junichi Mori,"桥本爱 Ai Hashimoto', '三浦贵大 Takahiro Miura', '松冈茉优 Mayu Matsuoka', '温水洋一 Yôichi Nukumizu', '桐岛加恋 Karen Kirishima",120,"[{'count': 23131, 'name': '日本'}, {'count': 19176, 'name': '美食'}, {'count': 15462, 'name': '文艺'}, {'count': 14333, 'name': '自然'}, {'count': 8432, 'name': '温情'}, {'count': 7968, 'name': '小清新'}, {'count': 7894, 'name': '治愈'}, {'count': 5716, 'name': '2015'}]"
157,158,我是山姆,2001,美国,剧情 家庭,8.8,106011,英语,杰茜·尼尔森 Jessie Nelson,"Sean Penn', 'Dakota Fanning', 'Michelle Pfeiffer', 'Dianne Wiest', 'Loretta Devine', 'Richard Schiff', 'Laura Dern",132,"[{'count': 21351, 'name': '亲情'}, {'count': 17328, 'name': '美国'}, {'count': 16165, 'name': '温情'}, {'count': 12752, 'name': '感人'}, {'count': 10092, 'name': '家庭'}, {'count': 6502, 'name': '成长'}, {'count': 6494, 'name': '剧情'}, {'count': 6039, 'name': '人性'}]"
158,159,二十二,2015,中国大陆,纪录片,8.8,91775,汉语普通话,郭柯 Ke Guo,,99,"[{'count': 23980, 'name': '纪录片'}, {'count': 15939, 'name': '慰安妇'}, {'count': 14002, 'name': '历史'}, {'count': 11642, 'name': '人性'}, {'count': 8824, 'name': '二战'}, {'count': 7543, 'name': '中国大陆'}, {'count': 6740, 'name': '战争'}, {'count': 6464, 'name': '温情'}]"
159,160,人工智能,2001,美国,冒险 剧情 科幻,8.6,192937,英语,史蒂文·斯皮尔伯格 Steven Spielberg,"海利·乔·奥斯蒙 Haley Joel Osment', ""弗兰西丝·奥康纳 Frances O'Connor"", '山姆·洛巴兹 Sam Robards', '杰克·托马斯 Jake Thomas', '裘德·洛 Jude Law', '威廉·赫特 William Hurt', '肯·梁 Ken Leung', '克拉克·格雷格 Clark Gregg', '凯文·苏斯曼 Kevin Sussman', '汤姆·加洛普 Tom Gallop', 'Eugene Osment', '艾普尔·格雷斯 April Grace', '马特·温斯顿 Matt Winston', '萨布丽娜·格德维奇 Sabrina Grdevich', 'Theo Greenly",146,"[{'count': 41858, 'name': '科幻'}, {'count': 26975, 'name': '斯皮尔伯格'}, {'count': 22293, 'name': '人性'}, {'count': 19818, 'name': '美国'}, {'count': 19058, 'name': '人工智能'}, {'count': 13337, 'name': '经典'}, {'count': 8633, 'name': '美国电影'}, {'count': 6030, 'name': 'stevenSpielberg'}]"
160,161,时空恋旅人,2013,英国,剧情 爱情 奇幻,8.6,204271,英语,理查德·柯蒂斯 Richard Curtis,"多姆纳尔·格利森 Domhnall Gleeson', '瑞秋·麦克亚当斯 Rachel McAdams', '比尔·奈伊 Bill Nighy', '莉迪亚·威尔逊 Lydia Wilson', '汤姆·霍兰德 Tom Hollander', '琳赛·邓肯 Lindsay Duncan', '玛格特·罗比 Margot Robbie', '凡妮莎·柯比 Vanessa Kirby', '李·阿斯奎斯-柯 Lee Asquith-Coe', '凯瑟琳·斯戴曼 Catherine Steadman",123,"[{'count': 37964, 'name': '爱情'}, {'count': 26166, 'name': '温情'}, {'count': 25498, 'name': '英国'}, {'count': 12076, 'name': '英国电影'}, {'count': 10430, 'name': '喜剧'}, {'count': 10000, 'name': '科幻'}, {'count': 7714, 'name': '人生'}, {'count': 7483, 'name': '2013'}]"
161,162,超能陆战队,2014,美国,喜剧 动作 科幻 动画 冒险,8.6,376802,英语,"唐·霍尔 Don Hall', '克里斯·威廉姆斯 Chris Williams","斯科特·安第斯 Scott Adsit', '瑞恩·波特 Ryan Potter', '丹尼尔·海尼 Daniel Henney', 'T·J·米勒 T.J. Miller', '杰米·钟 Jamie Chung', '小达蒙·韦恩斯 Damon Wayans Jr.', '珍尼希斯·罗德里格兹 Genesis Rodriguez', '詹姆斯·克伦威尔 James Cromwell', '艾伦·图代克 Alan Tudyk', '玛娅·鲁道夫 Maya Rudolph', '亚布拉哈姆·本鲁比 Abraham Benrubi', '凯蒂·洛斯 Katie Lowes', '比利·布什 Billy Bush', '丹尼尔·吉尔森 Daniel Gerson', '保罗·布里格斯 Paul Briggs",102,"[{'count': 56754, 'name': '动画'}, {'count': 37688, 'name': '迪斯尼'}, {'count': 33805, 'name': '美国'}, {'count': 23484, 'name': '科幻'}, {'count': 18251, 'name': '喜剧'}, {'count': 11905, 'name': '温情'}, {'count': 11484, 'name': '2014'}, {'count': 11407, 'name': '搞笑'}]"
162,163,唐伯虎点秋香,1993,香港,喜剧 爱情 古装,8.4,334323,粤语,李力持 Lik-Chi Lee,"周星驰 Stephen Chow', '巩俐 Li Gong', '陈百祥 Pak-cheung Chan', '郑佩佩 Pei-pei Cheng', '朱咪咪 Mimi Chu', '梁家仁 Ka-Yan Leung', '苑琼丹 King-Tan Yuen', '梁荣忠 Wing-Chung Leung', '黄一山 Gabriel Wong', '黄霑 James Wong', '吴镇宇 Francis Ng', '刘家辉 Chia Hui Liu', '蓝洁瑛 Kit Ying Lam', '谷德昭 Vincent Kok', '陈辉虹 Fai-hung Chan', '李健仁 Kin-Yan Lee', '宣萱 Jessica Hester Hsuan', '温翠萍",102,"[{'count': 67164, 'name': '周星驰'}, {'count': 51725, 'name': '喜剧'}, {'count': 31048, 'name': '香港'}, {'count': 22380, 'name': '搞笑'}, {'count': 20489, 'name': '香港电影'}, {'count': 17602, 'name': '经典'}, {'count': 14050, 'name': '唐伯虎点秋香'}, {'count': 13395, 'name': '巩俐'}]"
163,164,浪潮,2008,德国,剧情 惊悚,8.7,134685,德语,丹尼斯·甘塞尔 Dennis Gansel,"尤尔根·沃格尔 Jürgen Vogel', '弗雷德里克·劳 Frederick Lau', '马克思·雷迈特 Max Riemelt', '詹妮弗·乌尔里希 Jennifer Ulrich', '克里斯蒂安妮·保罗 Christiane Paul', '雅各布·马特施恩茨 Jacob Matschenz', '克里斯蒂娜·度·瑞格 Cristina do Rego', ""埃利亚斯·穆巴里克 Elyas M'Barek"", '马克西米利安·福尔马尔 Maximilian Vollmar', '马克思·马福 Max Mauff",107,"[{'count': 29812, 'name': '德国'}, {'count': 21579, 'name': '人性'}, {'count': 20795, 'name': '政治'}, {'count': 18716, 'name': '独裁'}, {'count': 10245, 'name': '剧情'}, {'count': 6757, 'name': '纪实'}, {'count': 5278, 'name': '2008'}, {'count': 4348, 'name': '心理'}]"
164,165,冰川时代,2002,美国,喜剧 动画 冒险,8.4,276508,"英语', '克罗地亚语","卡洛斯·沙尔丹哈 Carlos Saldanha', '克里斯·韦奇 Chris Wedge","雷·罗马诺 Ray Romano', '约翰·雷吉扎莫 John Leguizamo', '丹尼斯·利瑞 Denis Leary', '杰克·布莱克 Jack Black",81,"[{'count': 53657, 'name': '动画'}, {'count': 32735, 'name': '美国'}, {'count': 23851, 'name': '喜剧'}, {'count': 13318, 'name': '搞笑'}, {'count': 10712, 'name': '卡通'}, {'count': 7646, 'name': '经典'}, {'count': 6456, 'name': '动画电影'}, {'count': 5667, 'name': '动漫'}]"
165,166,香水,2006,德国 法国 西班牙 美国,剧情 犯罪 奇幻,8.4,280353,英语,汤姆·提克威 Tom Tykwer,"本·卫肖 Ben Whishaw', '艾伦·瑞克曼 Alan Rickman', '蕾切儿·哈伍德 Rachel Hurd-Wood', '达斯汀·霍夫曼 Dustin Hoffman', '大卫·卡尔德 David Calder', '波奇特·密尼梅雅 Birgit Minichmayr', '卡洛斯·格拉马赫 Carlos Gramaje', '西恩·托马斯 Sian Thomas', '佩里·米尔沃德 Perry Millward', '山姆·道格拉斯 Sam Douglas', '卡洛琳·赫弗斯 Karoline Herfurth', '卡罗丽娜·维拉·斯克利亚 Carolina Vera Squella', '莎拉·弗里斯蒂 Sara Forestier', '科琳娜·哈弗奇 Corinna Harfouch', '洁西卡·史瓦兹 Jessica Schwarz', '约翰·赫特 John Hurt",147,"[{'count': 38865, 'name': '香水'}, {'count': 38005, 'name': '法国'}, {'count': 32566, 'name': '犯罪'}, {'count': 30912, 'name': '惊悚'}, {'count': 22714, 'name': '剧情'}, {'count': 9810, 'name': '德国'}, {'count': 7701, 'name': '2006'}, {'count': 6512, 'name': '人性'}]"
166,167,蝙蝠侠：黑暗骑士崛起,2012,美国 英国,剧情 动作 科幻 犯罪 惊悚,8.6,299683,"英语', '阿拉伯语",克里斯托弗·诺兰 Christopher Nolan,"克里斯蒂安·贝尔 Christian Bale', '汤姆·哈迪 Tom Hardy', '安妮·海瑟薇 Anne Hathaway', '约瑟夫·高登-莱维特 Joseph Gordon-Levitt', '玛丽昂·歌迪亚 Marion Cotillard', '加里·奥德曼 Gary Oldman', '迈克尔·凯恩 Michael Caine', '摩根·弗里曼 Morgan Freeman', '朱诺·坦普尔 Juno Temple', '乔什·平茨 Josh Pence', '丹尼尔·逊亚塔 Daniel Sunjata', '内斯特·卡博内尔 Nestor Carbonell', '伯恩·乔曼 Burn Gorman', '连姆·尼森 Liam Neeson', '乔伊·金 Joey King', '艾丹·吉伦 Aidan Gillen', '希里安·墨菲 Cillian Murphy', '乔什·斯图沃特 Josh Stewart', '马修·莫迪恩 Matthew Modine', '本·门德尔森 Ben Mendelsohn",165,"[{'count': 49043, 'name': '蝙蝠侠'}, {'count': 37498, 'name': '美国'}, {'count': 31865, 'name': '科幻'}, {'count': 24866, 'name': '动作'}, {'count': 22729, 'name': '超级英雄'}, {'count': 14076, 'name': '2012'}, {'count': 13651, 'name': '犯罪'}, {'count': 13046, 'name': '漫画改编'}]"
167,168,朗读者,2008,美国 德国,剧情 爱情,8.5,282013,"英语', '德语', '希腊语', '拉丁语",史蒂芬·戴德利 Stephen Daldry,"凯特·温丝莱特 Kate Winslet', '拉尔夫·费因斯 Ralph Fiennes', '大卫·克劳斯 David Kross', '詹妮特·海因 Jeanette Hain', '苏珊娜·罗莎 Susanne Lothar', 'Alissa Wilms', '弗罗里安·巴西奥罗麦 Florian Bartholomäi', 'Friederike Becht', '马赛斯·哈贝奇 Matthias Habich', 'Frieder Venus', 'Marie-Anne Fliegel', 'Hendrik Arnst', 'Rainer Sellien', 'Torsten Michaelis', 'Moritz Grove",124,"[{'count': 29631, 'name': 'KateWinslet'}, {'count': 28171, 'name': '爱情'}, {'count': 27338, 'name': '朗读者'}, {'count': 26560, 'name': '美国'}, {'count': 22165, 'name': '剧情'}, {'count': 14471, 'name': '德国'}, {'count': 12378, 'name': '美国电影'}, {'count': 8395, 'name': '人性'}]"
168,169,心迷宫,2014,中国大陆,剧情 犯罪 悬疑,8.6,165248,汉语普通话,忻钰坤 Yukun Xin,"霍卫民 Weimin Huo', '王笑天 Xiaotian Wang', '罗芸 Yun Luo', '杨瑜珍 Yuzhen Yang', '孙黎 Li Sun', '邵胜杰 Shengjie Shao', ""曹西安 Xi'an Cao"", '贾致钢 Zhigang Jia', '朱自清 Ziqing Zhu', '王梓尘 Zichen Wang', ""赵梓彤 Zitong Z'hao"", '贾世忠 Shizhong Jia', '袁满 Man Yuan', '陈梅生 Meisheng Chen', '张景素 Jingsu Zhang', '平坦 Tan Ping', '金子 Jin Zi', '张建军 Jianjun Zhang",110,"[{'count': 23156, 'name': '悬疑'}, {'count': 18288, 'name': '犯罪'}, {'count': 17181, 'name': '人性'}, {'count': 16176, 'name': '中国大陆'}, {'count': 13808, 'name': '剧情'}, {'count': 11069, 'name': '黑色幽默'}, {'count': 9230, 'name': '心理'}, {'count': 5087, 'name': '2014'}]"
169,170,追随,1998,英国,犯罪 悬疑 惊悚,8.9,83210,英语,克里斯托弗·诺兰 Christopher Nolan,"杰里米·西奥伯德 Jeremy Theobald', '亚历克斯·霍 Alex Haw', '露西·拉塞尔 Lucy Russell', '约翰·诺兰 John Nolan', 'Dick Bradsell', 'Gillian El-Kadi', '詹妮弗·安格 Jennifer Angel', 'Nicolas Carlotti', 'Darren Ormandy', '盖·格林威 Guy Greenway', 'Tassos Stevens', 'Tristan Martin', '瑞贝卡·詹姆斯 Rebecca James', '保罗·曼森 Paul Mason', 'David Bovill",70,"[{'count': 20612, 'name': '悬疑'}, {'count': 11102, 'name': '英国'}, {'count': 7969, 'name': '犯罪'}, {'count': 5302, 'name': '剧情'}, {'count': 2891, 'name': '黑白'}, {'count': 2227, 'name': '经典'}, {'count': 2140, 'name': '惊悚'}, {'count': 2006, 'name': '美国'}]"
170,171,罗生门,1950,日本,犯罪 剧情 悬疑,8.7,127257,日语,黑泽明 Akira Kurosawa,"三船敏郎 Toshirô Mifune', '千秋实 Minoru Chiaki', '京町子 Machiko Kyô', '森雅之 Masayuki Mori', '志村乔 Takashi Shimura",88,"[{'count': 36696, 'name': '黑泽明'}, {'count': 24512, 'name': '日本'}, {'count': 20663, 'name': '人性'}, {'count': 13719, 'name': '经典'}, {'count': 11222, 'name': '日本电影'}, {'count': 10065, 'name': '罗生门'}, {'count': 6544, 'name': '剧情'}, {'count': 6073, 'name': '1950'}]"
171,172,撞车,2004,美国 德国,犯罪 剧情,8.6,176624,"英语', '波斯语', '西班牙语', '汉语普通话', '韩语",保罗·哈吉斯 Paul Haggis,"桑德拉·布洛克 Sandra Bullock', '唐·钱德尔 Don Cheadle', '马特·狄龙 Matt Dillon', '布兰登·费舍 Brendan Fraser', '泰伦斯·霍华德 Terrence Howard', '桑迪·牛顿 Thandie Newton', '卢达·克里斯 Ludacris', '迈克尔·佩纳 Michael Peña', '珍妮弗·艾斯波西多 Jennifer Esposito', '瑞恩·菲利普 Ryan Phillippe",112,"[{'count': 26929, 'name': '种族'}, {'count': 26812, 'name': '美国'}, {'count': 24990, 'name': '人性'}, {'count': 15642, 'name': '剧情'}, {'count': 12601, 'name': '奥斯卡'}, {'count': 9707, 'name': '美国电影'}, {'count': 8972, 'name': '伦理'}, {'count': 7469, 'name': 'Crash'}]"
172,173,一次别离,2011,伊朗 法国,剧情 家庭,8.7,134502,波斯语,阿斯哈·法哈蒂  Asghar Farhadi,"佩曼·莫阿迪 Peyman Moadi', '蕾拉·哈塔米 Leila Hatami', '萨瑞·巴亚特 Sareh Bayat', '沙哈布·侯赛尼 Shahab Hosseini', '萨日娜·法哈蒂 Sarina Farhadi', ""梅里拉·扎雷伊 Merila Zare'i"", '阿里-阿萨哈·萨哈巴齐 Ali-Asghar Shahbazi', '巴巴克·卡里米 Babak Karimi', '吉米娅·侯赛伊妮 Kimia Hosseini', '希尔·亚齐丹巴克什 Shirin Yazdanbakhsh', '萨哈巴努·佐哈多 Sahabanu Zolghadr",123,"[{'count': 39053, 'name': '伊朗'}, {'count': 22362, 'name': '宗教'}, {'count': 18817, 'name': '家庭'}, {'count': 15254, 'name': '剧情'}, {'count': 14787, 'name': '人性'}, {'count': 6731, 'name': '2011'}, {'count': 6725, 'name': '文化'}, {'count': 6401, 'name': '中东'}]"
173,174,可可西里,2004,中国大陆 香港,剧情 犯罪,8.7,131194,"汉语普通话', '藏语",陆川 Chuan Lu,"多布杰 Duobujie', '张磊 Lei Zhang', '亓亮 Qi Liang', '赵雪莹 Xueying Zhao', '马占林 Zhanlin Ma', '赵一穗 Yihui Zhao",85,"[{'count': 21099, 'name': '纪实'}, {'count': 11240, 'name': '藏羚羊'}, {'count': 10715, 'name': '西藏'}, {'count': 5969, 'name': '剧情'}, {'count': 4219, 'name': '人性'}, {'count': 2346, 'name': '2004'}, {'count': 1912, 'name': '经典'}, {'count': 1904, 'name': '中国大陆'}]"
174,175,未麻的部屋,1997,日本,动画 奇幻 惊悚,8.8,99359,日语,今敏 Satoshi Kon,"岩男润子 Junko Iwao', '松本梨香 Rica Matsumoto', '辻亲八 Shinpachi Tsuji', '秋元羊介 Yôsuke Akimoto', '盐屋翼 Yoku Shioya', '堀秀行 Hideyuki Hori', '篠原惠美 Emi Shinohara', '江原正士 Masashi Ebara', '梁田清之 Kiyoyuki Yanada', 'Tôru Furusawa', '新山志保 Shiho Niiyama', '三木真一郎 Shinichirô Miki",81,"[{'count': 21242, 'name': '今敏'}, {'count': 16475, 'name': '动画'}, {'count': 16091, 'name': '日本'}, {'count': 14764, 'name': '悬疑'}, {'count': 10832, 'name': '心理'}, {'count': 9791, 'name': '日本动画'}, {'count': 6084, 'name': '惊悚'}, {'count': 3999, 'name': '动漫'}]"
175,176,爆裂鼓手,2014,美国,剧情 音乐,8.6,241296,英语,达米安·沙泽勒 Damien Chazelle,"迈尔斯·特勒 Miles Teller', 'J·K·西蒙斯 J.K. Simmons', '保罗·雷瑟 Paul Reiser', '梅丽莎·贝努瓦 Melissa Benoist', '奥斯汀·斯托维尔 Austin Stowell', '克里斯·马尔基 Chris Mulkey', '马科斯·卡锡 Max Kasch', '杰森·布莱尔 Jayson Blair', '科菲·斯里博伊 Kofi Siriboe",107,"[{'count': 29724, 'name': '音乐'}, {'count': 25137, 'name': '美国'}, {'count': 21819, 'name': '励志'}, {'count': 16209, 'name': '剧情'}, {'count': 15072, 'name': '爵士'}, {'count': 14878, 'name': '梦想'}, {'count': 14864, 'name': '成长'}, {'count': 9647, 'name': '2014'}]"
176,177,战争之王,2005,美国 法国,剧情 犯罪,8.5,177089,"英语', '法语', '德语', '俄语', '西班牙语', '乌克兰语', '阿拉伯语', '土耳其语', '汉语普通话",安德鲁·尼科尔 Andrew Niccol,"尼古拉斯·凯奇 Nicolas Cage', '布丽姬·穆娜 Bridget Moynahan', '杰瑞德·莱托 Jared Leto', '伊安·霍姆 Ian Holm', '伊桑·霍克 Ethan Hawke', '埃夫吉恩尼·拉扎雷夫 Evgeniy Lazarev', '伊默恩·沃克 Eamonn Walker', '塔尼特·菲尼克斯 Tanit Phoenix",122,"[{'count': 30922, 'name': '尼古拉斯·凯奇'}, {'count': 22967, 'name': '战争'}, {'count': 20049, 'name': '美国'}, {'count': 14303, 'name': '剧情'}, {'count': 9512, 'name': '战争之王'}, {'count': 8294, 'name': 'NicolasCage'}, {'count': 7725, 'name': '美国电影'}, {'count': 5126, 'name': '2005'}]"
177,178,地球上的星星,2007,印度,剧情 儿童 家庭,8.8,86108,"印地语', '英语",阿米尔·汗 Aamir Khan,"达席尔·萨法瑞 Darsheel Safary', '阿米尔·汗 Aamir Khan', '塔奈·切赫达 Tanay Chheda', '萨谢·英吉尼尔 Sachet Engineer', '蒂丝卡·乔普拉 Tisca Chopra', '维品·沙尔马 Vipin Sharma', 'Lalitha Lajmi', 'Girija Oak', 'Ravi Khanvilkar', 'Pratima Kulkarni', '梅娜·马里克 Meghna Malik', 'Sonali Sachdev', 'Sanjay Dadich', 'Raaj Gopal Iyer', 'Bugs Bhargava', 'Shankar Sachdev', 'M.K. Raina",165,"[{'count': 18764, 'name': '印度'}, {'count': 14856, 'name': '成长'}, {'count': 12774, 'name': '儿童'}, {'count': 11699, 'name': '励志'}, {'count': 11397, 'name': '印度电影'}, {'count': 6201, 'name': '地球上的星星'}, {'count': 5520, 'name': 'Aamir'}, {'count': 5432, 'name': '童年'}]"
178,179,梦之安魂曲,2000,美国,剧情,8.7,113265,英语,达伦·阿伦诺夫斯基 Darren Aronofsky,"艾伦·伯斯汀 Ellen Burstyn', '杰瑞德·莱托 Jared Leto', '詹妮弗·康纳利 Jennifer Connelly', '马龙·韦恩斯 Marlon Wayans', '克里斯托弗·麦克唐纳 Christopher McDonald', '露易丝·拉塞尔 Louise Lasser', '玛西娅·让·库尔茨 Marcia Jean Kurtz', '珍妮特·萨诺 Janet Sarno', '苏珊妮·谢泼德 Suzanne Shepherd', '夏洛特·阿罗诺夫斯基 Charlotte Aronofsky', '马克·马戈利斯 Mark Margolis', '迈克尔·卡切克 Michael Kaycheck', ""杰克·奥康耐 Jack O'Connell"", '斯科特·富兰克林 Scott Franklin', '亚伯拉罕·阿罗诺夫斯基 Abraham Aronofsky', '欧嘉·梅雷迪斯 Olga Merediz', '本·申克曼 Ben Shenkman', '凯斯·大卫 Keith David', '迪伦·贝克 Dylan Baker', ""肖恩·奥哈根 Shaun O'Hagan"", '比尔·布尔 Bill Buell', '吉米·雷·威克斯 Jimmie Ray Weeks', '斯坦利·B·赫尔曼 Stanley B. Herman",102,"[{'count': 18019, 'name': '黑色'}, {'count': 17489, 'name': '美国'}, {'count': 16943, 'name': '毒品'}, {'count': 11167, 'name': '剧情'}, {'count': 6994, 'name': '美国电影'}, {'count': 5768, 'name': 'Cult'}, {'count': 4486, 'name': '2000'}, {'count': 4120, 'name': 'DarrenAronofsky'}]"
179,180,恐怖游轮,2009,英国 澳大利亚,剧情 悬疑 惊悚,8.3,328613,英语,克里斯托弗·史密斯 Christopher Smith,"梅利莎·乔治 Melissa George', '利亚姆·海姆斯沃斯 Liam Hemsworth', '迈克尔·多曼 Michael Dorman', '瑞秋·卡帕尼 Rachael Carpani', '艾玛·朗 Emma Lung', '亨利·尼克松 Henry Nixon', '约书亚·麦基弗 Joshua McIvor",99,"[{'count': 70337, 'name': '悬疑'}, {'count': 52570, 'name': '惊悚'}, {'count': 36104, 'name': '心理'}, {'count': 22915, 'name': '恐怖'}, {'count': 17979, 'name': '澳大利亚'}, {'count': 10064, 'name': '恐怖电影'}, {'count': 9813, 'name': '轮回'}, {'count': 9526, 'name': '2009'}]"
180,181,达拉斯买家俱乐部,2013,美国,剧情 传记 同性,8.6,170458,"英语', '日语",让-马克·瓦雷 Jean-Marc Vallée,"马修·麦康纳 Matthew McConaughey', '詹妮弗·加纳 Jennifer Garner', '杰瑞德·莱托 Jared Leto', '史蒂夫·茨恩 Steve Zahn', '达拉斯·罗伯特斯 Dallas Roberts', '凯文·兰金 Kevin Rankin', ""丹尼斯·欧哈拉 Denis O'Hare"", 'Jane McNeill', '格里芬·邓恩 Griffin Dunne', '詹姆斯·杜蒙特 James DuMont', 'Juliet Reeves', 'Steffie Grote', 'J.D. Evermore",117,"[{'count': 23095, 'name': '美国'}, {'count': 18889, 'name': '剧情'}, {'count': 17635, 'name': '传记'}, {'count': 12512, 'name': '人性'}, {'count': 9133, 'name': 'MatthewMcConaughey'}, {'count': 7920, 'name': '美国电影'}, {'count': 7293, 'name': '2013'}, {'count': 4540, 'name': 'JaredLeto'}]"
181,182,碧海蓝天,1988,法国 美国 意大利,剧情 爱情,8.7,108786,"法语', '英语', '意大利语",Luc Besson,"让-马克·巴尔 Jean-Marc Barr', '让·雷诺 Jean Reno', '罗姗娜·阿奎特 Rosanna Arquette', '保罗·希纳尔 Paul Shenar', '赛尔乔·卡斯特利托 Sergio Castellitto', '让·布伊兹 Jean Bouise', '马克·迪莱特 Marc Duret', '格里芬·邓恩 Griffin Dunne', 'Andréas Voutsinas', '瓦伦提娜·瓦格斯 Valentina Vargas', 'Kimberly Beck",132,"[{'count': 26721, 'name': '吕克·贝松'}, {'count': 19456, 'name': '法国'}, {'count': 12728, 'name': '碧海蓝天'}, {'count': 10331, 'name': '法国电影'}, {'count': 9581, 'name': '经典'}, {'count': 6543, 'name': '剧情'}, {'count': 4587, 'name': 'LucBesson'}, {'count': 3742, 'name': '吕克贝松'}]"
